,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
257,Maria Camila,@kmilavillada,2021-12-06T14:12:21.000Z,"Maria Camila
@kmilavillada
·
6 dic.","Que mal servicio el de 
@Davivienda
 una hora en línea, hora y media presencial, y no me dan solución por ningún lado 
1",🤡 🤡 🤡 🤡,1,,,[],https://twitter.com/kmilavillada/status/1467859461247324167
258,Eduardo Castro,@eduardocastro_m,2021-12-06T19:31:53.000Z,"Eduardo Castro
@eduardocastro_m
·
6 dic.","Señores 
@Davivienda
, más de 15 días el cajero #eliteflower fuera de servicio, ningún canal de servicio hace nada. #indolencia
1
1",,1,,1,[],https://twitter.com/eduardocastro_m/status/1467939874779062280
259,Leonardo Alvarado C,@leoalco,2021-12-06T22:13:05.000Z,"Leonardo Alvarado C
@leoalco
·
6 dic.","Sres 
@Davivienda
 que deplorable su unidad de monitoreo, llevo 2 horas llamando y no responden, ¿será que álguien podrá darme solución?
1",,1,,,[],https://twitter.com/leoalco/status/1467980440346714121
260,claudiabla,@claudiabla7,2021-12-06T19:51:03.000Z,"claudiabla
@claudiabla7
·
6 dic.","En respuesta a 
@Davivienda
 y 
@R_de_alicantino
Ya llamé y no tienen ni idea qué es lo que  está pasando. Es una real pesadilla el portal y la app no resuelve nada
2
1
1",,2,1,1,[],https://twitter.com/claudiabla7/status/1467944698102878214
261,Chris J.,@0kh0,2021-12-06T22:33:02.000Z,"Chris J.
@0kh0
·
6 dic.","Por favor, 
@Davivienda
, dejen de enviarme correos electrónicos. Ya van 3 veces que les solicito y nada. ¿Qué más hay que hacer?
2",,2,,,[],https://twitter.com/0kh0/status/1467985459850657792
262,El Más Godo,@ELMASGODO,2021-12-06T02:58:31.000Z,"El Más Godo
@ELMASGODO
·
5 dic.","En respuesta a 
@Lidio_Dominante
Veh, yo hice dos transferencias hoy por Transfiya de Bancolombia a Davivienda...
2",,,,2,[],https://twitter.com/ELMASGODO/status/1467689883477196801
263,HAROLD...B,@iguanita1972,2021-12-06T16:50:11.000Z,"HAROLD...B
@iguanita1972
·
6 dic.","En respuesta a 
@Davivienda
 y 
@nenarrazola
Me pase de 
@Bancolombia
  porque la App todo el tiempo estaba en mantenimiento. Ahora 
@Davivienda
 está igual
1
1",,1,1,,[],https://twitter.com/iguanita1972/status/1467899182312824846
264,CLAU,@CarsClauss,2021-12-06T23:50:37.000Z,"CLAU
@CarsClauss
·
6 dic.","En respuesta a 
@Davivienda
Me pueden dar un número de teléfono el cual si contesten para que me dejen de hostigar con sus llamadas yo solo soy la persona de contacto que piden cuando alguien va a solicitar un servicio y piden otro número por así al caso",,,,,[],https://twitter.com/CarsClauss/status/1468004984772083715
265,CLAU,@CarsClauss,2021-12-06T23:52:20.000Z,"CLAU
@CarsClauss
·
6 dic.","En respuesta a 
@Davivienda
Pero la persona tiene un atraso de pago y yo como su otro número de contacto se la han pasado llamando durante todo el día todos los días dígame si eso no es hostigamiento no respetan mi  tiempo mi horario de trabajo y descanso con tanta llamadera
1",,1,,,[],https://twitter.com/CarsClauss/status/1468005418928680963
266,Juan Cordero,@juancorderoofic,2021-12-06T17:24:49.000Z,"Juan Cordero
@juancorderoofic
·
6 dic.","@Davivienda
  su app movil esta presentado muchas falllas no me esta dejando acceder a la plataforma me dice que los datos son incorrectos por favor al parecer el problemas es de ustedes.
1",,1,,,[],https://twitter.com/juancorderoofic/status/1467907895375413258
267,Elmer Reyes,@ElmerRe38815161,2021-12-06T13:02:21.000Z,"Elmer Reyes
@ElmerRe38815161
·
6 dic.","En respuesta a 
@waraujo64
Por ejemplo el banco davivienda cobra por uso de tarjeta de débito $2 mensuales la use o no la use, pregunto cuando parará ésto, o donde podemos ir a poner la denuncia y que nos escuchen",,,,,[],https://twitter.com/ElmerRe38815161/status/1467841845346643972
268,David,@ariasmoreno77,2021-12-06T20:58:20.000Z,"David
@ariasmoreno77
·
6 dic.","En respuesta a 
@Davivienda
Estoy sin poder hacer ninguna gestión de mi empresa, nadie contesta en el call Center",,,,,[],https://twitter.com/ariasmoreno77/status/1467961629530902535
269,Cefalea,@efabian_angel,2021-12-06T16:59:41.000Z,"Cefalea
@efabian_angel
·
6 dic.","Como raro los canales digitales 
@Davivienda
 no sirven ni de mal ejemplo
En plena época de compras

 
@Sicresponde
 mutis por el foro
1",,1,,,[],https://twitter.com/efabian_angel/status/1467901571769982977
270,Manuel Vásquez R.,@ManuelVasquez_1,2021-12-06T18:57:00.000Z,"Manuel Vásquez R.
@ManuelVasquez_1
·
6 dic.","En respuesta a 
@Davivienda
Llevan diciendo los mismo desde hace 5 días y aún sigo sin el pago de mi sueldo... Para colmo quedaron en llamar y no han llamado ni enviado el mensaje del cambio ... Su atención al cliente es la peor que he visto en años.",,,,,[],https://twitter.com/ManuelVasquez_1/status/1467931093475147780
271,Marcela Vanegas P,@Marcelavanegasp,2021-12-06T13:36:43.000Z,"Marcela Vanegas P
@Marcelavanegasp
·
6 dic.","Señores 
@Davivienda
 fatal que no se pueda hablar con ningún asesor telefónicamente. El tema del bendito chat es complicado y DEMORADÍSIMO. Fatal este sistema e irrespetuoso con el tiempo del cliente. Se les va la mano, en serio.
1",,1,,,[],https://twitter.com/Marcelavanegasp/status/1467850494840348679
272,Gustavo Rincón,@Rinconboterogus,2021-12-06T18:40:49.000Z,"Gustavo Rincón
@Rinconboterogus
·
6 dic.","En respuesta a 
@Lauraggils
 y 
@Davivienda
Desde la app del celular falla constantemente, pero por la página es más estable",,,,,[],https://twitter.com/Rinconboterogus/status/1467927020424376324
273,CLAU,@CarsClauss,2021-12-06T23:54:17.000Z,"CLAU
@CarsClauss
·
6 dic.","En respuesta a 
@CarsClauss
 y 
@Davivienda
Ya les he dicho cuando algún asesor me llama para dejar la razón para la otra persona que tiene el crédito que No Me Llamen a mi número que yo no tengo nada con uds NO me ACOSEN ni me hostiguen con tanta llamadera respeten
1",,1,,,[],https://twitter.com/CarsClauss/status/1468005909326667782
274,Zorroastro,@Zorroastroo,2021-12-06T19:26:29.000Z,"Zorroastro
@Zorroastroo
·
6 dic.","En respuesta a 
@Lauraggils
 y 
@Davivienda
Definitivamente desde que El NEFASTO Gobierno de Pastrana y su Buitre Min Hacienda Juan Camilo Restrepo acabó con la Banca Pública de Fomento para regalarle ese Mercado a Luis Carlos Sarmiento Ángulo y otros ESCLAVIZÓ a los Colombianos a esos AGIOTISTAS y USUREROS. No hay Más",,,,,[],https://twitter.com/Zorroastroo/status/1467938514046173192
275,nena arrazola,@nenarrazola,2021-12-06T16:46:42.000Z,"nena arrazola
@nenarrazola
·
6 dic.","Qué pesar tener que decir esto, pero estoy en el #lugarequivocado con 
@Davivienda
1",,1,,,[],https://twitter.com/nenarrazola/status/1467898305036365832
276,Alejandro Ospina,@Alejand07920400,2021-12-06T14:26:11.000Z,"Alejandro Ospina
@Alejand07920400
·
6 dic.","En respuesta a 
@Davivienda
Buen día, esta mañana mi esposa estaba revisando su reporte en datacredito  y le apareció un reporte negativo por una obligación de casi 9 millones de pesos con el banco davivienda, producto de crédito que jamás se ha tenido o solicitado con el banco
1",,1,,,[],https://twitter.com/Alejand07920400/status/1467862942112751616
277,Ale,@iMadameSoleil,2021-12-06T20:26:19.000Z,"Ale
@iMadameSoleil
·
6 dic.","Respondiendo a 
@Maaa_masala
 @Berzota
 y 2 más
Es que lo compartí pero no te etiqueté jajaja
1",🙊 🙉 🙈,,,1,[],https://twitter.com/iMadameSoleil/status/1467953573925462021
278,claudiabla,@claudiabla7,2021-12-06T19:42:24.000Z,"claudiabla
@claudiabla7
·
6 dic.","En respuesta a 
@Lauraggils
 y 
@Davivienda
Es terrible ese portal !!
No hay acceso y la app no sirve para mucho, no pueden ver ni los movimientos ni los extractos ni usar las cuentas inscritas para hacer transferencias. Es como de adorno…
1",,,,1,[],https://twitter.com/claudiabla7/status/1467942518557921281
279,Edward Curtis,@dashvzla,2021-12-06T23:35:11.000Z,"Edward Curtis
@dashvzla
·
6 dic.","@Davivienda
 Estoy esperando que me llegue una reposición de mi TDC VISA SIGNATURE el cual me dijeron que era entre 5-7 días hábiles ya van 9 días hábiles y nada que llega, y tengo entendido que ésta categoría debería ser entregada más bien en un menor tiempo.
1",,1,,,[],https://twitter.com/dashvzla/status/1468001103577067522
280,Nïcöläs Përëz S.,@nikoooperez,2021-12-06T18:47:36.000Z,"Nïcöläs Përëz S.
@nikoooperez
·
6 dic.","@Davivienda
 cómo me comunico con alguien de ustedes, hace días estoy buscando comunicarme con ustedes, porque me han hecho unos descuentos de mi cuenta de ahorros y no hay línea disponible.
1",,1,,,[],https://twitter.com/nikoooperez/status/1467928727967440903
281,Nïcöläs Përëz S.,@nikoooperez,2021-12-06T18:49:14.000Z,"Nïcöläs Përëz S.
@nikoooperez
·
6 dic.","@Davivienda
 tengo una cuenta de ahorros con su banco entonces solo para que me roben la plata... Y me doy cuenta porque ando cuidando mi plata ahora que estoy sin trabajar, cuanta plata no me habrán quitado cuando no la cuidaba
1",,1,,,[],https://twitter.com/nikoooperez/status/1467929140548493315
282,R. de Alicantino.,@R_de_alicantino,2021-12-06T19:02:24.000Z,"R. de Alicantino.
@R_de_alicantino
·
6 dic.","En respuesta a 
@Davivienda
Aquí si aparecen?, Cuando se les expone? Inviertan mejor en cuanto la empatia y trato a todo tipo de cliente, sean más profes. Aún siguen haciendo perfilamiento de clientes en atención y el trato; $ o cambian y hacen reing o los Bancos internacionales aprovecharán el mercado.
1",,1,,,[],https://twitter.com/R_de_alicantino/status/1467932454795231243
283,Marino Bogotá,@marinobogota1,2021-12-06T18:40:40.000Z,"Marino Bogotá
@marinobogota1
·
6 dic.","En respuesta a 
@Lauraggils
 y 
@Davivienda
Me pasó en la app Mi Claro al pagar mi celular por medio de Davivienda, el problema era que en ese momento pedía cambio de clave mi app Davivienda, tuve que salir de Mi Claro, ir a la app Davivienda y hacer el cambio de clave primero, luego hice el pago. ",🙂,,,,[],https://twitter.com/marinobogota1/status/1467926985540263947
284,Manuel Vásquez R.,@ManuelVasquez_1,2021-12-06T18:41:58.000Z,"Manuel Vásquez R.
@ManuelVasquez_1
·
6 dic.","Nada más triste que un banco se demore 5 días para cambiarte un número de contacto, arruine la #Navidad de tu familia, cause daños y perjuicios a tu salud mental y sigan sin solucionar 
@Davivienda
 @DaviPlata
 #ConsejoDeJuventudes  #Bichota #CoronellAcorralado
2
1",,2,,1,[],https://twitter.com/ManuelVasquez_1/status/1467927311823646723
285,Javier Arévalo Guerrero,@ArevaloGuerr,2021-12-06T18:35:28.000Z,"Javier Arévalo Guerrero
@ArevaloGuerr
·
6 dic.","En respuesta a 
@Davivienda
 y 
@mariobotinat
Que servicio tan pésimo davivienda,  estoy llamando a su línea de Atención al cliente y nadie responde,
1",,1,,,[],https://twitter.com/ArevaloGuerr/status/1467925673809518592
286,ENISBERTO BARLETTA,@ENISBERTO,2021-12-06T07:32:53.000Z,"ENISBERTO BARLETTA
@ENISBERTO
·
6 dic.","@Davivienda
 buen dia ya llevo varias horas y no puedo acceder a mi cuenta,  me llega el mensaje de entrada exitosa, pero en la apk me sale error en los datos. Y en 
@DaviPlata
 es la misma cosa, no deja entrar, que pasa? Mantenimiento?
1",,1,,,[],https://twitter.com/ENISBERTO/status/1467758932022210560
287,Alejandra.,@PaulaA_ST,2021-12-06T18:53:12.000Z,"Alejandra.
@PaulaA_ST
·
6 dic.","En respuesta a 
@TovarSantiago19
Santi, al frente del davivienda que queda por la carrera 13 con 60.",,,,,[],https://twitter.com/PaulaA_ST/status/1467930140399263755
288,David Paz |,@DavidPaz_09,2021-12-06T20:07:48.000Z,"David Paz |
@DavidPaz_09
·
6 dic.","En respuesta a 
@JABP008
 y 
@Davivienda
@Davivienda
 ya la app tiene Wallet pero nada que habilitan como tal Apple Pay, algo absurdo que aun este tan atrás en innovación
2
1",🎄,2,,1,[],https://twitter.com/DavidPaz_09/status/1467948913781051394
289,andres o mazo,@omazoandres,2021-12-06T14:21:08.000Z,"andres o mazo
@omazoandres
·
6 dic.","En respuesta a 
@MabelLaraNews
 @Rochajaramillo
 y 
@Avianca
Nos roban de frente, las aerolíneas como 
@Avianca
 , los bancos como 
@Davivienda
 … y en este país nada pasa. Siempre el usuario es el que lleva del vulto #Pesimo
1
2",,1,,2,[],https://twitter.com/omazoandres/status/1467861669065986050
290,Alicia Beltrán,@Aliceresponde,2021-12-06T02:01:36.000Z,"Alicia Beltrán
@Aliceresponde
·
5 dic.","@Davivienda
 por favos su tusa porque no me permite el portal pagar mi tarjeta … y esta ya está activa
1",,1,,,[],https://twitter.com/Aliceresponde/status/1467675562319785996
291,Nicolas Rivera,@nicolasriverag,2021-12-06T20:51:03.000Z,"Nicolas Rivera
@nicolasriverag
·
6 dic.","@Davivienda
 . Una pregunta.  Por qué ya no tienen vigilante en la sucursal de cafam la floresta en Bogotá . 
Y ahora entren como pueda y miren adentro que hacen
1",,1,,,[],https://twitter.com/nicolasriverag/status/1467959798234820609
292,Guillermo Duran G,@guidurang,2021-12-06T20:47:17.000Z,"Guillermo Duran G
@guidurang
·
6 dic.","En respuesta a 
@Davivienda
Mi caso lo he ventilado exhaustivamente y con poco éxito en sus canales privados y no lo voy a tratar acá, no tema. 
Escuche y tramite el malestar que tenemos sus clientes por el mal desempeño de la entidad que apreciamos.
1",,1,,,[],https://twitter.com/guidurang/status/1467958847830732812
293,JaimeMolina,@JaimeMolina,2021-12-06T14:54:28.000Z,"JaimeMolina
@JaimeMolina
·
6 dic.","En respuesta a 
@Davivienda
No, esto no es de datos por interno, no son casos individuales, ya digan que es lo que está pasando con la app y cuando vuelve a funcionar?
1",,1,,,[],https://twitter.com/JaimeMolina/status/1467870059112534019
294,Jorge Uribe Roldán,@juriberoldan,2021-12-06T21:40:01.000Z,"Jorge Uribe Roldán
@juriberoldan
·
6 dic.","@Davivienda
 con un portal de pagos en linea, lento, desactualizado, gráficamente obsoleto y de poca confianza. Bienvenidos al siglo 21
1",,1,,,[],https://twitter.com/juriberoldan/status/1467972119963357184
295,App Cívica,@TuCivica,2021-12-06T23:33:19.000Z,"App Cívica
@TuCivica
·
6 dic.","Respondiendo a 
@germanr96438901
 @Ruta_N
 y 4 más
Germán, nos gustaría explicarte con más detalles cómo funciona la app y así evitar este tipo de experiencias. Escríbenos por favor a través de mensaje interno. Estaremos atentos. ",😉,,,,[],https://twitter.com/TuCivica/status/1468000630329552897
296,R. de Alicantino.,@R_de_alicantino,2021-12-06T18:52:30.000Z,"R. de Alicantino.
@R_de_alicantino
·
6 dic.","En respuesta a 
@Lauraggils
 y 
@Davivienda
Tengo más de 4 meses que no puedo utilizar la app, solo portal y eso cuando a ellos les da la gana. Estoy que me voy otra vez a 
@Bancolombia
 y esos son otros que no colaboran sino cuando les da la gana. Están ni el gobierno, 
1",😪 😪 😪,1,,,[],https://twitter.com/R_de_alicantino/status/1467929963278049288
297,Juan Camilo Blanco,@blancojk,2021-12-06T17:59:55.000Z,"Juan Camilo Blanco
@blancojk
·
6 dic.","Respondiendo a 
@ToroDeArena
 @ARENAALFA
 y 2 más
Cómo ve la sugerencia de corto plazo de Davivienda de liquidar las posiciones en las PF de Argos y Sura, y comprar ordinarias. Para no perder exposición al emisor.
1",,1,,,[],https://twitter.com/blancojk/status/1467916729275850759
298,David Mendez Lopez,@DaveMendezL,2021-12-06T23:57:49.000Z,"David Mendez Lopez
@DaveMendezL
·
6 dic.","En respuesta a 
@DavidPaz_09
 @JABP008
 y 
@Davivienda
No me sorprendería que solamente le pongan en la App Store que es compatible con Apple Wallet para que la gente no los moleste. Aunque para Enero 2022 supuestamente la RappiCard va a ser compatible con Apple Pay, posiblemente también Davivienda si se les quita la tacañería 
1
2",😬,1,,2,[],https://twitter.com/DaveMendezL/status/1468006799215185921
299,𝙴𝚕 𝙳𝚒𝚊𝚋𝚕𝚘,@Berzota,2021-12-06T20:07:56.000Z,"𝙴𝚕 𝙳𝚒𝚊𝚋𝚕𝚘
@Berzota
·
6 dic.","En respuesta a 
@iMadameSoleil
Llamar a 
@Davivienda
 no sirve de mucho, hay que ir a la oficina de una para ver qué otra solución pueden dar, 
@SFCsupervisor
 no es que responda mucho al respecto pero hay que ponerlos al tanto por protocolo. Es más fácil poner una demanda! Pero eso está jodido!
1
1",🥃,1,,1,[],https://twitter.com/Berzota/status/1467948947259985921
300,Seguros Bolívar,@SegurosBolivar,2021-12-06T22:08:10.000Z,"Seguros Bolívar
@SegurosBolivar
·
6 dic.","En respuesta a 
@JohanTriana
 y 
@Davivienda
Hola Johan, nos interesa conocer a detalle su caso por favor, amplíenoslo por mensaje interno y compártanos su nombre completo, número de celular y número de cédula para escalar la situación al área correspondiente. Gracias, quedamos atentos.
1",,1,,,[],https://twitter.com/SegurosBolivar/status/1467979201965924361
301,Johan Triana,@JohanTriana,2021-12-06T21:49:18.000Z,"Johan Triana
@JohanTriana
·
6 dic.","En respuesta a 
@Davivienda
Quedé atento más de un año, pero me mamé. Saludos cordiales. 
1",🙃,1,,,[],https://twitter.com/JohanTriana/status/1467974454991101957
302,Johan Triana,@JohanTriana,2021-12-06T22:35:25.000Z,"Johan Triana
@JohanTriana
·
6 dic.","En respuesta a 
@SegurosBolivar
 y 
@Davivienda
Ustedes 
@SegurosBolivar
 y 
@Davivienda
 me recuerdan el TikiTaka de Guardiola: de un lado a otro, del otro a este, de este a más lejos, y yo en el medio. ",🙃,,,,[],https://twitter.com/JohanTriana/status/1467986060382724096
303,Chavelly Jiménez,@ChavellyJimenez,2021-12-07T20:18:26.000Z,"Chavelly Jiménez
@ChavellyJimenez
·
7 dic.","Bancolombia tiene problemas técnicos serios frecuentes; Davivienda tiene graves problemas de seguridad. El resto de bancos no tienen la cobertura, ni la cantidad de cajeros necesarios. El sistema financiero no está a nuestro servicio, sino en contra.
4
10
43",,4,10,43,[],https://twitter.com/ChavellyJimenez/status/1468313976715067405
304,Christian Rodríguez (urban dogs),@urbandogscol,2021-12-07T23:11:58.000Z,"Christian Rodríguez (urban dogs)
@urbandogscol
·
7 dic.","#nequi dejo de funcionar, no importa usaré la app de davivienda
2",,2,,,['https://pbs.twimg.com/media/FGCnfklXwAMyaQU?format=jpg&name=900x900'],https://twitter.com/urbandogscol/status/1468357645648150529
305,Juan Ma,@el_juanmanu,2021-12-07T17:54:54.000Z,"Juan Ma
@el_juanmanu
·
7 dic.","3 días de caída de Davivienda y yo que me burlaba de Bancolombia
GIF
1",,,,1,['https://pbs.twimg.com/tweet_video_thumb/FGBe7DsXwAcx3PA.jpg'],https://twitter.com/el_juanmanu/status/1468277854580396043
306,,@Nkol_02,2021-12-07T19:12:43.000Z,"@Nkol_02
·
7 dic.","Yo detesto ir a atención al cliente de cualquier banco, pero Atlántida y Davivienda se llevan la mayor parte de mi odio.
1
2
9",✨ 👄 ✨ 🙂,1,2,9,[],https://twitter.com/Nkol_02/status/1468297439375417355
307,Davivienda Corredores,@davicorredores,2021-12-07T19:30:13.000Z,"Davivienda Corredores
@davicorredores
·
7 dic."," Este 2021 la cercanía con los nuestros y los momentos que podemos compartir cotizaron siempre al alza. Davivienda Corredores les desea a todos sus afiliados, colaboradores y socios: Felices Fiestas 
4",🕯 🎄,,,4,['https://pbs.twimg.com/media/FGB0vh7XwAQL5Sd?format=jpg&name=small'],https://twitter.com/davicorredores/status/1468301842316673036
308,Sr. Juan.,@juan409parra,2021-12-07T19:45:44.000Z,"Sr. Juan.
@juan409parra
·
7 dic.","La cajera de Davivienda que me atendió, me dejó enamoradoooooo 
1",🤤,,,1,[],https://twitter.com/juan409parra/status/1468305747536666625
309,Cayita No Daza,@CayitaNoDaza,2021-12-07T16:57:28.000Z,"Cayita No Daza
@CayitaNoDaza
·
7 dic.","Barguil y la persona que le maneja la campaña son usuarios de Davivienda? 
@davidbarguil
DAVID BARGUIL
@davidbarguil
 · 7 dic.
Si las muertes de #ElPaisa y #Romaña son efectivas y no una farsa de @NicolasMaduro para brindarles protección, 
me alegro, no de la muerte en si, si no de la certeza de que nunca más podrán hacer más daño. 
Mis más sentidas condolencias a @petrogustavo y @piedadcordoba.
1",,,,1,['https://pbs.twimg.com/profile_images/1232056005602705410/Aku5Erqm_mini.jpg'],https://twitter.com/CayitaNoDaza/status/1468263400681754633
310,César Ortega,@DanteValleta,2021-12-07T14:38:55.000Z,"César Ortega
@DanteValleta
·
7 dic.","Ve, qué raro. La página web de Davivienda no sirve.

Rarísimo.
1
1",,1,,1,[],https://twitter.com/DanteValleta/status/1468228534707576850
311,Andrea Pérez Martínez,@andreincolombia,2021-12-07T14:20:00.000Z,"Andrea Pérez Martínez
@andreincolombia
·
7 dic.","¿Han hecho transferencias de Davivienda a Bancolombia?
13
6",,13,,6,[],https://twitter.com/andreincolombia/status/1468223773199450122
312,Luichy,@amador19881,2021-12-07T22:00:25.000Z,"Luichy
@amador19881
·
7 dic.","En respuesta a 
@JohnTheKidUS
Para mí, Davivienda o Boccidente
1
1",,,1,1,[],https://twitter.com/amador19881/status/1468339639736012807
313,Sandra Guinand,@GuinandSandra,2021-12-07T11:53:11.000Z,"Sandra Guinand
@GuinandSandra
·
7 dic.","Increíble que publicidad engañosa maneja 
@Davivienda
 con su debitazo. No cumplen me siento robada y engañada ! Que falta de seriedad 
@SFCsupervisor
2
2
2",,2,2,2,[],https://twitter.com/GuinandSandra/status/1468186824845713412
314,Android 18,@teffygiraldo06,2021-12-07T19:55:34.000Z,"Android 18
@teffygiraldo06
·
7 dic.","En respuesta a 
@Sagoatehortua
Lo peor es que pase La Plata de davivienda a nequi que pq era más fácil 
1
1",🎄 😭 😭,,1,1,[],https://twitter.com/teffygiraldo06/status/1468308223333646338
315,ElNortenoNews,@ENNewsSV,2021-12-07T22:43:55.000Z,"ElNortenoNews
@ENNewsSV
·
7 dic.","Davivienda enciende la navidad con alegría y optimismo - https://ennewssv.com/?p=21535

(EN NEWS) -Davivienda vuelve a celebrar a lo grande la Navidad invitando a los salvadoreños a disfrutar con alegría y optimismo esta época, con una decoración especial que ha preparado en casi ...
1",,,,1,['https://pbs.twimg.com/media/FGChE5bXwA08F0c?format=jpg&name=small'],https://twitter.com/ENNewsSV/status/1468350586747822085
316,Arley Cubillos.,@ArleyCubillos,2021-12-07T00:47:39.000Z,"Arley Cubillos.
@ArleyCubillos
·
6 dic.","Señores 
@Davivienda
 me tienen cansado con este tipo de mensajes ""invitandome a ponerme al día"" con un producto que no tengo con ustedes. 
@SFCsupervisor
1",,1,,,['https://pbs.twimg.com/media/FF9zzcLWYAIlpMs?format=jpg&name=900x900'],https://twitter.com/ArleyCubillos/status/1468019339374866439
317,MarcoAntonio16,@HMarcoP,2021-12-07T19:47:30.000Z,"MarcoAntonio16
@HMarcoP
·
7 dic.","Terrible lo que hace 
@Davivienda
 para seguir cobrándole a los clientes que cancelamos los productos con ellos!! 

Todo un atropello y en la línea no contestan !! 

Porque me quieren robar la plata ?
2",,2,,,['https://pbs.twimg.com/media/FGB4sbXXwAYWgNA?format=jpg&name=900x900'],https://twitter.com/HMarcoP/status/1468306189570162703
318,W Radio Colombia,@WRadioColombia,2021-12-07T22:10:13.000Z,"W Radio Colombia
@WRadioColombia
·
7 dic.","#AliadosW Revive el Foro W: Acercando la Banca a los Colombianos.
Moderadora: Maria Camila Diaz
Invitados especiales: Banco Agrario, y Davivienda.

https://facebook.com/watch/live/?ref=watch_permalink&v=313927613724660…
2",,,,2,['https://pbs.twimg.com/media/FGCZXISXIAcCQZn?format=jpg&name=small'],https://twitter.com/WRadioColombia/status/1468342105336655877
319,Baviera Fusion,@BavieraFusion,2021-12-07T12:05:19.000Z,"Baviera Fusion
@BavieraFusion
·
7 dic.","Respondiendo a 
@GuinandSandra
 @DIEGOFDOCAICEDO
 y 2 más
Ojalá te cumplan.  La publicidad engañosa está de moda !
1
1",,,1,1,[],https://twitter.com/BavieraFusion/status/1468189881121792003
320,Juan Pablo González,@dndjpg,2021-12-07T20:37:47.000Z,"Juan Pablo González
@dndjpg
·
7 dic.","Querido 
@Davivienda
 otra falla masiva este año, esta vez con los códigos de confirmación para ciertas transacciones. ¿Será hora de renovar infraestructura/personal? Esto hace un año no pasaba.
1
1",,1,,1,[],https://twitter.com/dndjpg/status/1468318846100643849
321,DATAiFX,@dataiFX,2021-12-07T13:14:56.000Z,"DATAiFX
@dataiFX
·
7 dic.","#LiveDataiFX Lo que hoy debe saber I Davivienda Corredores https://bit.ly/31FRCPS Por 
@davicorredores
 #LoQueHoyDebeSaber
1",,,,1,['https://pbs.twimg.com/media/FGAe2UzWQAU1tAX?format=jpg&name=small'],https://twitter.com/dataiFX/status/1468207398737358859
322,La de las pijamas encantada,@micovicienta,2021-12-07T22:12:16.000Z,"La de las pijamas encantada
@micovicienta
·
7 dic.","Señores 
@Davivienda
 su app no sirve desde hace más de 2 horas
1
1",🎄 🎄 🤶 💚,1,,1,[],https://twitter.com/micovicienta/status/1468342623966539779
323,Profe de Llantera (Wilbur bloqueado por @ca_acosta,Profe de Llantera (Wilbur bloqueado por @ca_acosta,2021-12-07T14:31:59.000Z,"Profe de Llantera (Wilbur bloqueado por @ca_acosta
@WilburLHT
·
7 dic.","Yo le pego a los perros gordos en la mera rabadilla, errgghhh, que reeeco suena, imagino a la cajera que me atiende siempre en davivienda!
@fervarelahn
 @luislarahn
 

Díganle al sarco que me desbloquée
1",,,,1,[],https://twitter.com/WilburLHT/status/1468226789977858055
324,La Cadena ASDER,@ASDER_sv,2021-12-07T23:48:43.000Z,"La Cadena ASDER
@ASDER_sv
·
7 dic.","Davivienda vuelve a celebrar a lo grande la Navidad invitando 
a los salvadoreños a disfrutar con alegría y optimismo esta época,
1
1",,1,,1,"['https://pbs.twimg.com/media/FGCv53GXoAEmXJn?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FGCv6LjXwAAbW7j?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FGCv6C_XwAYG3Xx?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FGCv6UfXEAMIHwA?format=jpg&name=360x360']",https://twitter.com/ASDER_sv/status/1468366897112616960
325,Who-Lee-Uhn,@julianotalora,2021-12-07T18:03:11.000Z,"Who-Lee-Uhn
@julianotalora
·
7 dic.","Drinking game:  cada vez que a los ineptos de 
@Davivienda
 se les caiga el portal y la web todos tomamos un shot.
1",,1,,,[],https://twitter.com/julianotalora/status/1468279940307169289
326,RÍOS M.,@JuanseRios87,2021-12-07T14:39:06.000Z,"RÍOS M.
@JuanseRios87
·
7 dic.","Me debitan una plata que nunca me entrego el cajero y de eso van ya casi 15 días y no me hacen el reintegro y ahora que me van a debitar otro dinero sin ser autorizado por mi parte, o sea me sacan mi dinero y no pasa nada 
@Davivienda
 @SFCsupervisor
1",,,1,,[],https://twitter.com/JuanseRios87/status/1468228582073905160
327,Tolerante,@alejolop_,2021-12-07T19:35:07.000Z,"Tolerante
@alejolop_
·
7 dic.","En respuesta a 
@Inkonstante1
 @CristoAtado
 y 
@Davivienda
Está fallando AWS (Amazon) y todo lo que esté alojado allá.
1",,,1,,[],https://twitter.com/alejolop_/status/1468303076121583619
328,David.,@JDCR_4,2021-12-07T01:43:40.000Z,"David.
@JDCR_4
·
6 dic.","He visitado desde el sábado cuatro cajeros 
@Davivienda
 y en ninguno he podido retirar, qué es eso tan absurdo, la incompetencia la desborde
1",,1,,,[],https://twitter.com/JDCR_4/status/1468033433775575044
329,María del Rosario,@mrosaritolc,2021-12-07T21:32:46.000Z,"María del Rosario
@mrosaritolc
·
7 dic.","En respuesta a 
@Davivienda
No gracias. Pasé más de una hora al teléfono y no solucionaron nada. No voy a perder mi tiempo por algo que sucede por segunda vez!
1",,,,1,[],https://twitter.com/mrosaritolc/status/1468332681339494416
